Parcela;Orientacion;Ecosistema;Cota;Microestacion;Tratamiento;Cobertura_arborea;Fecha;Cuadrante;Especie_dominante;Cobertura_entorno;Especies_juveniles;Num_juveniles;Altura_cm;Porte
Camarate;Norte;Enebral;2200;27;Refugio;0;20241105;3;Juniperus_communis;80;;0;;
Camarate;Norte;Enebral;2200;27;Refugio;0;20241105;4;Cytisus_galianoi;30;;0;;
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;1;Cytisus_galianoi;50;Acer_opalus_granatense;2;40;Arbol
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;2;Cytisus_galianoi;30;Crataegus_monogyna;1;40;Arbusto
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;2;Cytisus_galianoi;30;Berberis_hispanica;1;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;3;Berberis_hispanica;70;Acer_opalus_granatense;1;20;Arbol
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;3;Berberis_hispanica;70;Sorbus_aria;1;50;Arbol
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;4;Berberis_hispanica;20;Berberis_hispanica;1;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;4;Berberis_hispanica;20;Sorbus_aria;1;35;Arbol
Camarate;Norte;Serbal-Aceral;1900;14;Refugio;0.940318352;20241105;1;Berberis_hispanica;100;Quercus_pyrenaica;1;15;Arbol
Camarate;Norte;Serbal-Aceral;1900;14;Refugio;0.940318352;20241105;1;Berberis_hispanica;100;Acer_opalus_granatense;1;30;Arbol
Camarate;Norte;Serbal-Aceral;1900;14;Refugio;0.940318352;20241105;1;Berberis_hispanica;100;Sorbus_aria;1;30;Arbol
Camarate;Norte;Serbal-Aceral;1900;14;Refugio;0.940318352;20241105;2;Sorbus_aria;100;;0;;
Camarate;Norte;Serbal-Aceral;1900;14;Refugio;0.940318352;20241105;3;Sorbus_aria;100;Berberis_hispanica;4;35;Arbusto
Camarate;Norte;Serbal-Aceral;1900;14;Refugio;0.940318352;20241105;4;Sorbus_aria;100;Berberis_hispanica;1;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;21;Refugio;0.958735779;20241105;1;Sorbus_aria;80;Berberis_hispanica;2;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;21;Refugio;0.958735779;20241105;2;Sorbus_aria;90;Sorbus_aria;1;30;Arbol
Camarate;Norte;Serbal-Aceral;1900;21;Refugio;0.958735779;20241105;2;Sorbus_aria;90;Lonicera_arborea;1;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;21;Refugio;0.958735779;20241105;3;Sorbus_aria;100;;0;;
Camarate;Norte;Serbal-Aceral;1900;21;Refugio;0.958735779;20241105;4;Sorbus_aria;100;Berberis_hispanica;1;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;20;Control;0.010985592;20241105;1;Cytisus_galianoi;40;Acer_opalus_granatense;2;35;Arbol
Camarate;Norte;Serbal-Aceral;1900;20;Control;0.010985592;20241105;1;Cytisus_galianoi;40;Crataegus_monogyna;1;40;Arbusto
Camarate;Norte;Serbal-Aceral;1900;20;Control;0.010985592;20241105;2;Cytisus_galianoi;70;;0;;
Camarate;Norte;Serbal-Aceral;1900;20;Control;0.010985592;20241105;3;Rosa_villosa;60;Crataegus_monogyna;1;40;Arbusto
Camarate;Norte;Serbal-Aceral;1900;20;Control;0.010985592;20241105;3;Rosa_villosa;60;Berberis_hispanica;1;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;20;Control;0.010985592;20241105;4;Cytisus_galianoi;60;Acer_opalus_granatense;4;35;Arbol
Camarate;Norte;Serbal-Aceral;1900;18;Refugio;0.782481673;20241105;1;Acer_opalus_granatense;90;Berberis_hispanica;2;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;18;Refugio;0.782481673;20241105;2;Acer_opalus_granatense;90;;0;;
Camarate;Norte;Serbal-Aceral;1900;18;Refugio;0.782481673;20241105;3;Acer_opalus_granatense;90;;0;;
Camarate;Norte;Serbal-Aceral;1900;18;Refugio;0.782481673;20241105;4;Acer_opalus_granatense;90;Berberis_hispanica;2;35;Arbusto
Camarate;Norte;Serbal-Aceral;1900;19;Control;0.136283987;20241105;1;Berberis_hispanica;50;Quercus_rotundifolia;1;30;Arbol
Camarate;Norte;Serbal-Aceral;1900;19;Control;0.136283987;20241105;2;Cytisus_galianoi;50;Acer_opalus_granatense;2;15;Arbol
Camarate;Norte;Serbal-Aceral;1900;19;Control;0.136283987;20241105;3;Cytisus_galianoi;80;Sorbus_aria;1;30;Arbol
Camarate;Norte;Serbal-Aceral;1900;19;Control;0.136283987;20241105;4;Berberis_hispanica;70;;0;;
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;1;Quercus_pyrenaica;90;Quercus_pyrenaica;1;20;Arbol
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;1;Quercus_pyrenaica;90;Crataegus_monogyna;1;30;Arbusto
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;1;Quercus_pyrenaica;90;Quercus_pyrenaica;1;30;Arbol
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;1;Quercus_pyrenaica;90;Berberis_hispanica;1;20;Arbusto
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;2;Quercus_pyrenaica;90;Rosa_villosa;1;30;Arbusto
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;2;Quercus_pyrenaica;90;Crataegus_monogyna;1;40;Arbusto
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;3;Quercus_pyrenaica;90;Quercus_pyrenaica;1;20;Arbol
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;4;Quercus_pyrenaica;90;Quercus_pyrenaica;3;20;Arbol
Camarate;Norte;Robledal;1700;67;Control;0.468103477;20241105;1;Adenocarpus_decorticans;30;Adenocarpus_decorticans;3;15;Arbusto
Camarate;Norte;Robledal;1700;67;Control;0.468103477;20241105;2;Adenocarpus_decorticans;50;Adenocarpus_decorticans;4;15;Arbusto
Camarate;Norte;Robledal;1700;67;Control;0.468103477;20241105;3;Adenocarpus_decorticans;30;Adenocarpus_decorticans;2;10;Arbusto
Camarate;Norte;Robledal;1700;67;Control;0.468103477;20241105;4;Quercus_pyrenaica;30;Adenocarpus_decorticans;2;15;Arbusto
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;1;Quercus_pyrenaica;100;Crataegus_monogyna;1;45;Arbusto
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;2;Quercus_pyrenaica;100;;0;;
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;3;Quercus_pyrenaica;100;Quercus_pyrenaica;1;20;Arbol
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;3;Quercus_pyrenaica;100;Crataegus_monogyna;4;40;Arbusto
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;4;Quercus_pyrenaica;100;Quercus_pyrenaica;1;20;Arbol
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;4;Quercus_pyrenaica;100;Crataegus_monogyna;4;40;Arbusto
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;4;Quercus_pyrenaica;100;Adenocarpus_decorticans;2;30;Arbusto
Camarate;Norte;Robledal;1700;5;Control;0.435913851;20241105;1;Quercus_pyrenaica;20;Crataegus_monogyna;1;40;Arbusto
Camarate;Norte;Robledal;1700;5;Control;0.435913851;20241105;1;Quercus_pyrenaica;20;Rosa_villosa;3;30;Arbusto
Camarate;Norte;Robledal;1700;5;Control;0.435913851;20241105;2;;0;;0;;
Camarate;Norte;Robledal;1700;5;Control;0.435913851;20241105;3;Quercus_pyrenaica;10;Crataegus_monogyna;2;40;Arbusto
Camarate;Norte;Robledal;1700;5;Control;0.435913851;20241105;4;Quercus_pyrenaica;30;;0;;
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;1;Quercus_pyrenaica;100;Acer_opalus_granatense;1;25;Arbol
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;1;Quercus_pyrenaica;100;Crataegus_monogyna;5;35;Arbusto
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;2;Quercus_pyrenaica;100;;0;;
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;3;Quercus_pyrenaica;100;Rosa_villosa;3;30;Arbusto
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;3;Quercus_pyrenaica;100;Berberis_hispanica;2;20;Arbusto
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;3;Quercus_pyrenaica;100;Crataegus_monogyna;2;35;Arbusto
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;4;Quercus_pyrenaica;100;Acer_opalus_granatense;1;25;Arbol
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;4;Quercus_pyrenaica;100;Quercus_pyrenaica;2;20;Arbol
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;4;Quercus_pyrenaica;100;Rosa_villosa;2;40;Arbusto
Camarate;Norte;Robledal;1700;1;Control;0.433905504;20241105;1;Quercus_pyrenaica;20;;0;;
Camarate;Norte;Robledal;1700;1;Control;0.433905504;20241105;2;Quercus_pyrenaica;20;Adenocarpus_decorticans;1;30;Arbusto
Camarate;Norte;Robledal;1700;1;Control;0.433905504;20241105;3;Quercus_pyrenaica;20;Quercus_pyrenaica;1;50;Arbol
Camarate;Norte;Robledal;1700;1;Control;0.433905504;20241105;3;Quercus_pyrenaica;20;Crataegus_monogyna;1;50;Arbusto
Camarate;Norte;Robledal;1700;1;Control;0.433905504;20241105;4;;0;Adenocarpus_decorticans;1;45;Arbusto
Camarate;Norte;Encinar;1500;41;Control;0.059943538;20241105;1;Quercus_rotundifolia;50;Quercus_rotundifolia;3;60;Arbol
Camarate;Norte;Encinar;1500;41;Control;0.059943538;20241105;2;Quercus_rotundifolia;20;Quercus_rotundifolia;2;70;Arbol
Camarate;Norte;Encinar;1500;41;Control;0.059943538;20241105;2;Quercus_rotundifolia;20;Berberis_hispanica;1;70;Arbusto
Camarate;Norte;Encinar;1500;41;Control;0.059943538;20241105;3;Quercus_rotundifolia;30;Quercus_rotundifolia;1;50;Arbol
Camarate;Norte;Encinar;1500;41;Control;0.059943538;20241105;4;;0;Quercus_rotundifolia;4;80;Arbol
Camarate;Norte;Encinar;1500;40;Refugio;0.359531075;20241105;1;Quercus_rotundifolia;100;Quercus_rotundifolia;1;50;Arbol
Camarate;Norte;Encinar;1500;40;Refugio;0.359531075;20241105;2;Quercus_rotundifolia;60;Quercus_rotundifolia;3;40;Arbol
Camarate;Norte;Encinar;1500;40;Refugio;0.359531075;20241105;3;Quercus_rotundifolia;20;;0;;
Camarate;Norte;Encinar;1500;40;Refugio;0.359531075;20241105;4;Quercus_rotundifolia;30;Quercus_rotundifolia;1;50;Arbol
Camarate;Norte;Encinar;1500;42;Refugio;0.629552111;20241105;1;Quercus_rotundifolia;80;Daphne_gnidium;1;50;Arbusto
Camarate;Norte;Encinar;1500;42;Refugio;0.629552111;20241105;1;Quercus_rotundifolia;80;Quercus_rotundifolia;6;30;Arbol
Camarate;Norte;Encinar;1500;42;Refugio;0.629552111;20241105;2;Quercus_rotundifolia;80;Quercus_rotundifolia;4;40;Arbol
Camarate;Norte;Encinar;1500;42;Refugio;0.629552111;20241105;3;Quercus_rotundifolia;40;Quercus_rotundifolia;4;80;Arbol
Camarate;Norte;Encinar;1500;42;Refugio;0.629552111;20241105;4;Quercus_rotundifolia;50;Quercus_rotundifolia;2;80;Arbol
Camarate;Norte;Encinar;1500;42;Refugio;0.629552111;20241105;4;Quercus_rotundifolia;50;Quercus_rotundifolia;2;20;Arbol
Camarate;Norte;Encinar;1500;43;Control;0.20510848;20241105;1;Quercus_rotundifolia;20;Quercus_rotundifolia;2;30;Arbol
Camarate;Norte;Encinar;1500;43;Control;0.20510848;20241105;2;Quercus_rotundifolia;10;Quercus_rotundifolia;1;50;Arbol
Camarate;Norte;Encinar;1500;43;Control;0.20510848;20241105;2;Quercus_rotundifolia;10;Quercus_rotundifolia;1;30;Arbol
Camarate;Norte;Encinar;1500;43;Control;0.20510848;20241105;3;;0;Quercus_rotundifolia;3;40;Arbol
Camarate;Norte;Encinar;1500;43;Control;0.20510848;20241105;4;Quercus_rotundifolia;20;Quercus_rotundifolia;2;40;Arbol
Camarate;Norte;Encinar;1500;45;Refugio;0.554234881;20241105;1;Quercus_rotundifolia;60;Daphne_gnidium;1;40;Arbusto
Camarate;Norte;Encinar;1500;45;Refugio;0.554234881;20241105;1;Quercus_rotundifolia;60;Quercus_rotundifolia;6;40;Arbol
Camarate;Norte;Encinar;1500;45;Refugio;0.554234881;20241105;2;Quercus_rotundifolia;70;Quercus_rotundifolia;7;60;Arbol
Camarate;Norte;Encinar;1500;45;Refugio;0.554234881;20241105;3;Quercus_rotundifolia;100;Quercus_rotundifolia;6;50;Arbol
Camarate;Norte;Encinar;1500;45;Refugio;0.554234881;20241105;4;Quercus_rotundifolia;80;Quercus_rotundifolia;8;50;Arbol
Camarate;Norte;Encinar;1500;44;Control;0.10444143;20241105;1;Quercus_rotundifolia;20;Quercus_rotundifolia;6;35;Arbol
Camarate;Norte;Encinar;1500;44;Control;0.10444143;20241105;2;Quercus_rotundifolia;10;Quercus_rotundifolia;5;80;Arbol
Camarate;Norte;Encinar;1500;44;Control;0.10444143;20241105;3;Quercus_rotundifolia;40;Quercus_rotundifolia;9;70;Arbol
Camarate;Norte;Encinar;1500;44;Control;0.10444143;20241105;4;Quercus_rotundifolia;40;Quercus_rotundifolia;7;80;Arbol
Hortichuela;Norte;Robledal;1300;65;Refugio;0.664800287;20250702;1;Quercus_pyrenaica;100;Quercus_pyrenaica;6;25;Arbol
Hortichuela;Norte;Robledal;1300;65;Refugio;0.664800287;20250702;1;Quercus_pyrenaica;100;Crataegus_monogyna;2;30;Arbusto
Hortichuela;Norte;Robledal;1300;65;Refugio;0.664800287;20250702;1;Quercus_pyrenaica;100;Prunus_avium;1;20;Arbol
Hortichuela;Norte;Robledal;1300;65;Refugio;0.664800287;20250702;2;Quercus_pyrenaica;100;Crataegus_monogyna;2;30;Arbusto
Hortichuela;Norte;Robledal;1300;65;Refugio;0.664800287;20250702;2;Quercus_pyrenaica;100;Rosa_villosa;2;25;Arbusto
Hortichuela;Norte;Robledal;1300;65;Refugio;0.664800287;20250702;2;Quercus_pyrenaica;100;Adenocarpus_decorticans;2;40;Arbusto
Hortichuela;Norte;Robledal;1300;65;Refugio;0.664800287;20250702;3;Crataegus_monogyna+Quercus_pyrenaica;50+25;Rosa_villosa;3;40;Arbusto
Hortichuela;Norte;Robledal;1300;65;Refugio;0.664800287;20250702;3;Crataegus_monogyna+Quercus_pyrenaica;50+25;Crataegus_monogyna;2;25;Arbusto
Hortichuela;Norte;Robledal;1300;65;Refugio;0.664800287;20250702;4;Quercus_pyrenaica+Crataegus_monogyna;20+75;Crataegus_monogyna;3;60;Arbusto
Hortichuela;Norte;Robledal;1300;65;Refugio;0.664800287;20250702;4;Quercus_pyrenaica+Crataegus_monogyna;20+75;Rosa_villosa;3;50;Arbusto
Hortichuela;Norte;Robledal;1300;29;Control;0.489934459;20250702;1;Crataegus_monogyna;30;Quercus_pyrenaica;2;25;Arbol
Hortichuela;Norte;Robledal;1300;29;Control;0.489934459;20250702;1;Crataegus_monogyna;30;Crataegus_monogyna;3;60;Arbusto
Hortichuela;Norte;Robledal;1300;29;Control;0.489934459;20250702;1;Crataegus_monogyna;30;Crataegus_monogyna;2;20;Arbusto
Hortichuela;Norte;Robledal;1300;29;Control;0.489934459;20250702;1;Crataegus_monogyna;30;Adenocarpus_decorticans;2;25;Arbusto
Hortichuela;Norte;Robledal;1300;29;Control;0.489934459;20250702;2;Crataegus_monogyna;15;Crataegus_monogyna;3;50;Arbusto
Hortichuela;Norte;Robledal;1300;29;Control;0.489934459;20250702;2;Crataegus_monogyna;15;Adenocarpus_decorticans;4;25;Arbusto
Hortichuela;Norte;Robledal;1300;29;Control;0.489934459;20250702;2;Crataegus_monogyna;15;Rosa_villosa;3;70;Arbusto
Hortichuela;Norte;Robledal;1300;29;Control;0.489934459;20250702;3;Quercus_pyrenaica+Crataegus_monogyna;30+40;Crataegus_monogyna;4;50;Arbusto
Hortichuela;Norte;Robledal;1300;29;Control;0.489934459;20250702;3;Quercus_pyrenaica+Crataegus_monogyna;30+40;Adenocarpus_decorticans;3;30;Arbusto
Hortichuela;Norte;Robledal;1300;29;Control;0.489934459;20250702;3;Quercus_pyrenaica+Crataegus_monogyna;30+40;Rosa_villosa;2;60;Arbusto
Hortichuela;Norte;Robledal;1300;29;Control;0.489934459;20250702;4;Quercus_pyrenaica;30;Adenocarpus_decorticans;1;55;Arbusto
Hortichuela;Norte;Robledal;1300;31;Control;0.051828675;20250702;1;Crataegus_monogyna;10;Crataegus_monogyna;1;30;Arbusto
Hortichuela;Norte;Robledal;1300;31;Control;0.051828675;20250702;2;Crataegus_monogyna;30;Crataegus_monogyna;3;35;Arbusto
Hortichuela;Norte;Robledal;1300;31;Control;0.051828675;20250702;3;Rosa_villosa;40;Crataegus_monogyna;2;40;Arbusto
Hortichuela;Norte;Robledal;1300;31;Control;0.051828675;20250702;3;Rosa_villosa;40;Rosa_villosa;3;60;Arbusto
Hortichuela;Norte;Robledal;1300;31;Control;0.051828675;20250702;4;;0;Crataegus_monogyna;1;25;Arbusto
Hortichuela;Norte;Robledal;1300;30;Refugio;0.790612937;20250702;1;Quercus_pyrenaica+Rosa_villosa;60+30;Crataegus_monogyna;4;35;Arbusto
Hortichuela;Norte;Robledal;1300;30;Refugio;0.790612937;20250702;1;Quercus_pyrenaica+Rosa_villosa;60+30;Prunus_avium;1;40;Arbol
Hortichuela;Norte;Robledal;1300;30;Refugio;0.790612937;20250702;2;Quercus_pyrenaica;100;Crataegus_monogyna;3;60;Arbusto
Hortichuela;Norte;Robledal;1300;30;Refugio;0.790612937;20250702;2;Quercus_pyrenaica;100;Crataegus_monogyna;3;30;Arbusto
Hortichuela;Norte;Robledal;1300;30;Refugio;0.790612937;20250702;3;Quercus_pyrenaica;35;Quercus_pyrenaica;6;35;Arbol
Hortichuela;Norte;Robledal;1300;30;Refugio;0.790612937;20250702;3;Quercus_pyrenaica;35;Crataegus_monogyna;4;40;Arbusto
Hortichuela;Norte;Robledal;1300;30;Refugio;0.790612937;20250702;3;Quercus_pyrenaica;35;Rosa_villosa;4;60;Arbusto
Hortichuela;Norte;Robledal;1300;30;Refugio;0.790612937;20250702;4;Quercus_pyrenaica;100;Quercus_pyrenaica;8;30;Arbol
Hortichuela;Norte;Robledal;1300;30;Refugio;0.790612937;20250702;4;Quercus_pyrenaica;100;Crataegus_monogyna;3;60;Arbusto
Hortichuela;Norte;Robledal;1300;33;Control;0.264723466;20250702;1;Crataegus_monogyna;30;Quercus_rotundifolia;1;20;Arbol
Hortichuela;Norte;Robledal;1300;33;Control;0.264723466;20250702;1;Crataegus_monogyna;30;Quercus_pyrenaica;1;20;Arbol
Hortichuela;Norte;Robledal;1300;33;Control;0.264723466;20250702;1;Crataegus_monogyna;30;Crataegus_monogyna;3;80;Arbusto
Hortichuela;Norte;Robledal;1300;33;Control;0.264723466;20250702;2;Crataegus_monogyna;20;Quercus_rotundifolia;1;60;Arbol
Hortichuela;Norte;Robledal;1300;33;Control;0.264723466;20250702;2;Crataegus_monogyna;20;Crataegus_monogyna;3;60;Arbusto
Hortichuela;Norte;Robledal;1300;33;Control;0.264723466;20250702;3;Rosa_villosa;30;Adenocarpus_decorticans;1;50;Arbusto
Hortichuela;Norte;Robledal;1300;33;Control;0.264723466;20250702;3;Rosa_villosa;30;Crataegus_monogyna;1;60;Arbusto
Hortichuela;Norte;Robledal;1300;33;Control;0.264723466;20250702;4;;0;Adenocarpus_decorticans;3;50;Arbusto
Hortichuela;Norte;Robledal;1300;33;Control;0.264723466;20250702;4;;0;Crataegus_monogyna;1;40;Arbusto
Hortichuela;Norte;Robledal;1300;32;Refugio;0.673286027;20250702;1;Quercus_pyrenaica;100;Quercus_pyrenaica;6;40;Arbol
Hortichuela;Norte;Robledal;1300;32;Refugio;0.673286027;20250702;1;Quercus_pyrenaica;100;Crataegus_monogyna;1;60;Arbusto
Hortichuela;Norte;Robledal;1300;32;Refugio;0.673286027;20250702;2;Quercus_pyrenaica;100;Quercus_pyrenaica;8;80;Arbol
Hortichuela;Norte;Robledal;1300;32;Refugio;0.673286027;20250702;2;Quercus_pyrenaica;100;Quercus_pyrenaica;2;20;Arbol
Hortichuela;Norte;Robledal;1300;32;Refugio;0.673286027;20250702;2;Quercus_pyrenaica;100;Crataegus_monogyna;2;60;Arbusto
Hortichuela;Norte;Robledal;1300;32;Refugio;0.673286027;20250702;2;Quercus_pyrenaica;100;Adenocarpus_decorticans;2;50;Arbusto
Hortichuela;Norte;Robledal;1300;32;Refugio;0.673286027;20250702;3;Quercus_pyrenaica;70;Adenocarpus_decorticans;1;30;Arbusto
Hortichuela;Norte;Robledal;1300;32;Refugio;0.673286027;20250702;4;Quercus_pyrenaica;70;Adenocarpus_decorticans;1;50;Arbusto
Hortichuela;Norte;Robledal;1300;32;Refugio;0.673286027;20250702;4;Quercus_pyrenaica;70;Rosa_villosa;1;30;Arbusto
